S. No,Mol ID,SMILES,Atom ID,Aromatic,Strained,C_Mulliken Charge,AtomDegree,C_Effective Atom Polarizability,C_Partial Pi Charge ,C_Pi Electronegativity,C_SigmaElectonegativity,Hybridization,H_mulliken_charge,H_Effective Atom Polarizability,H_sigmaElectroNegativityDescriptor,NWChem,Avg_NWChem,BondLength,Exp1JCH,SigmaDeltaTheta,SigmaAbsDelthaTheta,Omega,MaxDeltaTheta
445,131_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),14,TRUE,FALSE,6.14404,2,8.5205,0,5.557204264,8.290847075,SP2,0.89303,5.13875,7.556959198,150.3055,150.3055,1.087209677,152.4,-9.029982749,0,0,0
446,131_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),13,TRUE,FALSE,6.14401,2,8.5205,0,5.557204264,8.290847075,SP2,0.89303,5.13875,7.556959198,150.3057,150.3057,1.087209474,152.4,-9.029971471,0,0,0
447,131_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),17,TRUE,FALSE,6.0641,2,7.62709375,0,5.497930618,8.220498053,SP2,0.89525,4.692046875,7.553237665,151.8178,151.8178,1.085911243,152.4,-9.844401683,0,0,0
448,131_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),16,TRUE,FALSE,6.12706,2,7.874875,0,5.502072364,8.225416743,SP2,0.89743,4.8159375,7.553345611,155.3237,155.3237,1.08474863,155.7,-8.693040034,0,0,0
449,131_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),15,TRUE,FALSE,6.12718,2,7.874875,0,5.502072364,8.225416743,SP2,0.89743,4.8159375,7.553345611,155.3239,155.3239,1.084748942,155.7,-8.693021859,0,0,0
450,131_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),12,TRUE,FALSE,6.11841,2,7.53634375,0,5.50648544,8.230657156,SP2,0.9016,4.646671875,7.553456236,163.0119,163.0119,1.081787361,164.3,10.09623469,0,0,0
451,131_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),10,TRUE,FALSE,6.18903,2,8.129625,0,5.557341524,8.291009872,SP2,0.90164,4.9433125,7.556960539,169.384,169.384,1.080395479,168.3,11.47266543,0,0,0
452,131_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),11,TRUE,FALSE,6.18902,2,8.129625,0,5.557341524,8.291009872,SP2,0.90164,4.9433125,7.556960539,169.3842,169.3842,1.080395655,168.3,11.47273282,0,0,0
453,132_NWChem_1JCH_mulliken,[H]C3=C([H])C=2C4=C1C(=C([H])C([H])=C1C([H])=C([H])C=2([H]))C([H])=C([H])C([H])=C34,16,FALSE,FALSE,6.16849,2,9.24115625,-0.011561698,5.55762561,8.291346814,SP2,0.89863,5.499078125,7.556963305,150.3177,150.32035,1.086895902,151,-9.631788368,0,0,0
454,132_NWChem_1JCH_mulliken,[H]C3=C([H])C=2C4=C1C(=C([H])C([H])=C1C([H])=C([H])C=2([H]))C([H])=C([H])C([H])=C34,17,FALSE,FALSE,6.16846,2,9.24115625,-0.003844583,5.55762561,8.291346814,SP2,0.89863,5.499078125,7.556963305,150.3193,150.322,1.086891305,151,-9.63090617,0,0,0
455,132_NWChem_1JCH_mulliken,[H]C3=C([H])C=2C4=C1C(=C([H])C([H])=C1C([H])=C([H])C=2([H]))C([H])=C([H])C([H])=C34,20,FALSE,FALSE,6.16848,2,9.24115625,-0.011561698,5.55762561,8.291346814,SP2,0.89862,5.499078125,7.556963305,150.323,150.32035,1.086918943,151,-9.63165248,0,0,0
456,132_NWChem_1JCH_mulliken,[H]C3=C([H])C=2C4=C1C(=C([H])C([H])=C1C([H])=C([H])C=2([H]))C([H])=C([H])C([H])=C34,19,FALSE,FALSE,6.16848,2,9.24115625,-0.003844583,5.55762561,8.291346814,SP2,0.89863,5.499078125,7.556963305,150.3247,150.322,1.086909963,151,-9.630682534,0,0,0
457,132_NWChem_1JCH_mulliken,[H]C3=C([H])C=2C4=C1C(=C([H])C([H])=C1C([H])=C([H])C=2([H]))C([H])=C([H])C([H])=C34,18,FALSE,FALSE,6.17191,2,8.719421875,-0.003872533,5.506492415,8.230665438,SP2,0.90186,5.238210938,7.553456257,156.3749,156.3785,1.084268157,156,-7.543416051,0,0,0
458,132_NWChem_1JCH_mulliken,[H]C3=C([H])C=2C4=C1C(=C([H])C([H])=C1C([H])=C([H])C=2([H]))C([H])=C([H])C([H])=C34,21,FALSE,FALSE,6.17191,2,8.719421875,-0.003872533,5.506492415,8.230665438,SP2,0.90186,5.238210938,7.553456257,156.3821,156.3785,1.08428914,156,-7.542750304,0,0,0
459,132_NWChem_1JCH_mulliken,[H]C3=C([H])C=2C4=C1C(=C([H])C([H])=C1C([H])=C([H])C=2([H]))C([H])=C([H])C([H])=C34,23,FALSE,FALSE,6.18313,2,9.02303125,-0.006319524,5.561920312,8.296440304,SP2,0.90053,5.390015625,7.557072823,166.4435,166.4454,1.081182415,167,10.02207751,0,0,0
460,132_NWChem_1JCH_mulliken,[H]C3=C([H])C=2C4=C1C(=C([H])C([H])=C1C([H])=C([H])C=2([H]))C([H])=C([H])C([H])=C34,25,FALSE,FALSE,6.18315,2,9.02303125,0,5.561920312,8.296440304,SP2,0.90053,5.390015625,7.557072823,166.4444,166.446,1.081190262,167,10.02222244,0,0,0
461,132_NWChem_1JCH_mulliken,[H]C3=C([H])C=2C4=C1C(=C([H])C([H])=C1C([H])=C([H])C=2([H]))C([H])=C([H])C([H])=C34,22,FALSE,FALSE,6.18315,2,9.02303125,-0.006319524,5.561920312,8.296440304,SP2,0.90052,5.390015625,7.557072823,166.4473,166.4454,1.081208891,167,10.02282214,0,0,0
462,132_NWChem_1JCH_mulliken,[H]C3=C([H])C=2C4=C1C(=C([H])C([H])=C1C([H])=C([H])C=2([H]))C([H])=C([H])C([H])=C34,24,FALSE,FALSE,6.18316,2,9.02303125,0,5.561920312,8.296440304,SP2,0.90052,5.390015625,7.557072823,166.4476,166.446,1.081205778,167,10.02299056,0,0,0
463,133_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c([H])c1([H]),6,TRUE,FALSE,6.03774,2,6.705,0,5.518438429,8.24629769,SP2,0.8921,4.231,7.553800767,160.5395,160.5395,1.083715934,161.1,1.436024436,0,0,0
464,133_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c([H])c1([H]),7,TRUE,FALSE,6.12643,2,6.571625,0.080040155,5.637090762,8.386561242,SP2,0.89416,4.1643125,7.562532077,161.9827,161.98355,1.083071655,162.6,1.487779841,0,0,0
465,133_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c([H])c1([H]),10,TRUE,FALSE,6.12644,2,6.571625,0.080040155,5.637090762,8.386561242,SP2,0.89416,4.1643125,7.562532077,161.9844,161.98355,1.083076894,162.6,1.488186913,0,0,0
466,133_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c([H])c1([H]),8,TRUE,FALSE,5.98218,2,6.304875,0,6.196584069,9.047922263,SP2,0.88842,4.0309375,7.683651575,178.5204,178.5217,1.085944327,177.4,-3.593903406,0,0,0
467,133_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c([H])c1([H]),9,TRUE,FALSE,5.98218,2,6.304875,0,6.196584069,9.047922263,SP2,0.88842,4.0309375,7.683651575,178.523,178.5217,1.085954884,177.4,-3.593914515,0,0,0
468,136_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c(c1([H]))C2([H])([H]),8,TRUE,FALSE,6.109,2,7.065,0,5.499835068,8.222759814,SP2,0.89752,4.411,7.553288158,157.2213,157.2213,1.084063178,159,-2.199340514,0,0,0
469,136_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c(c1([H]))C2([H])([H]),7,TRUE,FALSE,6.15396,2,7.291625,0,5.526651996,8.254597779,SP2,0.89555,4.5243125,7.555017155,167.4528,167.4528,1.083465918,168.5,6.601337657,0,0,0
470,137_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c(c1([H]))C([H])([H])C2([H])([H]),10,TRUE,FALSE,6.11142,2,7.246375,0,5.499759999,8.222670661,SP2,0.9004,4.5016875,7.553287433,157.3064,157.3064,1.083968772,157.5,-1.680322666,0,0,0
471,137_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c(c1([H]))C([H])([H])C2([H])([H]),8,TRUE,FALSE,6.19569,2,7.654375,0,5.524234257,8.251728147,SP2,0.89763,4.7056875,7.554957179,158.9349,158.9349,1.083995839,162,3.952568332,0,0,0
472,138_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c(c1([H]))C([H])([H])C([H])([H])C2([H])([H]),9,TRUE,FALSE,6.18108,2,8.017125,0,5.524159941,8.251639938,SP2,0.9002,4.8870625,7.55495645,156.212,156.212,1.084721377,155.5,0.775405849,0,0,0
473,139_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c(c1([H]))C([H])([H])C([H])([H])C([H])([H])C2([H])([H]),10,TRUE,FALSE,6.15752,2,8.1985,0,5.524159012,8.251638835,SP2,0.9039,4.97775,7.554956447,154.1902,154.1982,1.085492617,155,-1.496550783,0,0,0
474,139_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c(c1([H]))C([H])([H])C([H])([H])C([H])([H])C2([H])([H]),13,TRUE,FALSE,6.15779,2,8.1985,0,5.524159012,8.251638835,SP2,0.90392,4.97775,7.554956447,154.2062,154.1982,1.085486883,155,-1.494849083,0,0,0
475,139_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c(c1([H]))C([H])([H])C([H])([H])C([H])([H])C2([H])([H]),11,TRUE,FALSE,6.12181,2,7.5184375,0,5.499759072,8.222669561,SP2,0.90014,4.63771875,7.55328743,157.9943,157.9952,1.083689418,159,0.512381012,0,0,0
476,139_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c(c1([H]))C([H])([H])C([H])([H])C([H])([H])C2([H])([H]),12,TRUE,FALSE,6.12186,2,7.5184375,0,5.499759072,8.222669561,SP2,0.90014,4.63771875,7.55328743,157.9961,157.9952,1.083689352,159,0.514122901,0,0,0
477,141_NWChem_1JCH_mulliken,[H]c1c([H])c([H])pc([H])c1([H]),7,TRUE,FALSE,6.01672,2,6.056625,-1.442687897,5.505880606,8.229938962,SP2,0.89195,3.9068125,7.553593877,156.9062,156.9062,1.086008198,156,-3.280740661,0,0,0
478,141_NWChem_1JCH_mulliken,[H]c1c([H])c([H])pc([H])c1([H]),8,TRUE,FALSE,6.43463,2,5.274875,0,5.577488736,8.314900262,SP2,0.86497,3.5159375,7.560507694,157.7768,157.7768,1.085912003,157,-5.365764988,0,0,0
479,141_NWChem_1JCH_mulliken,[H]c1c([H])c([H])pc([H])c1([H]),6,TRUE,FALSE,6.10796,2,6.4475,0,5.498517938,8.221195575,SP2,0.8897,4.10225,7.553252684,158.4301,158.4301,1.08392025,161,-2.745314471,0,0,0
480,144_NWChem_1JCH_mulliken,[H]c1nc2c([H])c([H])c([H])c([H])c2(c([H])c1([H])),10,TRUE,FALSE,6.15696,2,8.1916875,0,5.567533183,8.304265909,SP2,0.90101,4.97434375,7.557250087,159.041,159.041,1.084575101,160,-0.449486457,0,0,0
481,144_NWChem_1JCH_mulliken,[H]c1nc2c([H])c([H])c([H])c([H])c2(c([H])c1([H])),12,TRUE,FALSE,6.10205,2,7.44834375,0,5.51193759,8.238818898,SP2,0.89384,4.602671875,7.553633836,159.2792,159.2792,1.083611314,162,-0.59672832,0,0,0
482,144_NWChem_1JCH_mulliken,[H]c1nc2c([H])c([H])c([H])c([H])c2(c([H])c1([H])),11,TRUE,FALSE,6.11471,2,7.51503125,-0.113207497,5.501177528,8.22642527,SP2,0.89512,4.636015625,7.553354015,159.5208,159.5208,1.083441762,161,-0.331923634,0,0,0
483,144_NWChem_1JCH_mulliken,[H]c1nc2c([H])c([H])c([H])c([H])c2(c([H])c1([H])),16,TRUE,FALSE,6.08078,2,8.1916875,0,5.57896102,8.317352589,SP2,0.89652,4.97434375,7.5575336,159.6557,159.6557,1.084658225,162,0.645295466,0,0,0
484,144_NWChem_1JCH_mulliken,[H]c1nc2c([H])c([H])c([H])c([H])c2(c([H])c1([H])),15,TRUE,FALSE,6.12389,2,7.31496875,-0.036077728,5.641916516,8.392049239,SP2,0.89641,4.535984375,7.562645046,162.2413,162.2413,1.082915816,165,1.222156714,0,0,0
485,144_NWChem_1JCH_mulliken,[H]c1nc2c([H])c([H])c([H])c([H])c2(c([H])c1([H])),13,TRUE,FALSE,6.14779,2,8.0583125,0.072719906,5.69875866,8.458822525,SP2,0.87456,4.90765625,7.56637655,164.0785,164.0785,1.082766906,161,-0.428776943,0,0,0
486,144_NWChem_1JCH_mulliken,[H]c1nc2c([H])c([H])c([H])c([H])c2(c([H])c1([H])),14,TRUE,FALSE,6.0233,2,7.04821875,0,6.202618606,9.054706135,SP2,0.89114,4.402609375,7.683791132,177.8806,177.8806,1.086896335,178,-4.15269178,0,0,0
487,146_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c2c1c([H])c([H])c([H])c2([H]),11,TRUE,FALSE,6.10179,2,7.548375,0,5.500406614,8.225593039,SP2,0.89331,4.6526875,7.553346985,159.1428,159.1428,1.083652902,161,-0.755819831,0,0,0
488,146_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c2c1c([H])c([H])c([H])c2([H]),13,TRUE,FALSE,6.13996,2,8.1916875,0,5.567399441,8.304112705,SP2,0.89561,4.97434375,7.557246539,159.7517,159.7517,1.084371426,161,-0.257207032,0,0,0
489,146_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c2c1c([H])c([H])c([H])c2([H]),10,TRUE,FALSE,6.15881,2,8.258375,-0.070953569,5.556608952,8.291699357,SP2,0.89718,5.0076875,7.556966292,160.2613,160.2613,1.084128195,161,-0.301474538,0,0,0
490,146_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c2c1c([H])c([H])c([H])c2([H]),12,TRUE,FALSE,6.10967,2,7.51503125,-0.042299071,5.50078153,8.225999023,SP2,0.89325,4.636015625,7.55335046,160.5255,160.5255,1.08327818,163,-0.222146369,0,0,0
491,146_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c2c1c([H])c([H])c([H])c2([H]),16,TRUE,FALSE,6.16161,2,8.0583125,-0.054369553,5.697761925,8.457608232,SP2,0.89985,4.90765625,7.566272143,160.8802,160.8802,1.083941267,161,0.499278455,0,0,0
492,146_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c2c1c([H])c([H])c([H])c2([H]),14,TRUE,FALSE,6.00479,2,7.7915625,0,6.259203084,9.120405229,SP2,0.89202,4.77428125,7.687468811,177.9209,177.9209,1.088103223,178,-4.364275358,0,0,0
493,146_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c2c1c([H])c([H])c([H])c2([H]),15,TRUE,FALSE,6.0217,2,7.04821875,0,6.201573297,9.053531807,SP2,0.89003,4.402609375,7.683767096,179.0983,179.0983,1.084621889,178,-3.822878307,0,0,0
494,147_NWChem_1JCH_mulliken,[H]c1nnc([H])c([H])c1([H]),7,TRUE,FALSE,6.08267,2,6.43825,0.014178108,5.662806982,8.415922986,SP2,0.88686,4.097625,7.563161458,165.2022,165.2022,1.082968461,169.9,3.059578729,0,0,0
495,147_NWChem_1JCH_mulliken,[H]c1nnc([H])c([H])c1([H]),6,TRUE,FALSE,6.02259,2,6.038125,0.092823388,6.379418051,9.259421041,SP2,0.8787,3.8975625,7.695016359,182.2568,182.2568,1.084512599,182.5,-3.69874354,0,0,0
496,148_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c([H])n1,8,TRUE,FALSE,6.1495,2,6.304875,0.165774182,5.779883895,8.553996326,SP2,0.88982,4.0309375,7.571869814,165.6711,165.6711,1.08230711,166.2,3.334111315,0,0,0
497,148_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c([H])n1,7,TRUE,FALSE,5.92448,2,6.1715,0,6.223127783,9.077895829,SP2,0.88448,3.96425,7.684296045,180.4788,180.4788,1.085841267,182.8,-2.222891485,0,0,0
498,148_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c([H])n1,6,TRUE,FALSE,5.88869,2,5.771375,0,6.920079123,9.890034578,SP2,0.8749,3.7641875,7.816919346,205.1646,205.1646,1.08554979,202.7,-6.980296473,0,0,0
499,149_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])nc1([H]),6,TRUE,FALSE,5.98494,2,6.038125,0.085268259,6.343792969,9.218564809,SP2,0.88974,3.8975625,7.693179635,181.4572,181.4572,1.085367976,182.7,-1.986227869,0,0,0
500,150_NWChem_1JCH_mulliken,[H]c1nc([H])nc([H])n1,6,TRUE,FALSE,5.84102,2,5.638,0,6.950552025,9.923964227,SP2,0.87183,3.6975,7.817644177,207.2019,207.202,1.085762366,207.5,-5.675436495,0,0,0
501,150_NWChem_1JCH_mulliken,[H]c1nc([H])nc([H])n1,7,TRUE,FALSE,5.84102,2,5.638,0,6.950552025,9.923964227,SP2,0.87183,3.6975,7.817644177,207.2022,207.202,1.085762378,207.5,-5.675437298,0,0,0
502,151_NWChem_1JCH_mulliken,[H]c1nnc([H])nc1([H]),7,TRUE,FALSE,5.92837,2,5.90475,0.020243433,6.373430913,9.25190087,SP2,0.88089,3.830875,7.693889836,184.4652,184.4652,1.085751333,188,-0.560438576,0,0,0
503,151_NWChem_1JCH_mulliken,[H]c1nnc([H])nc1([H]),6,TRUE,FALSE,6.02794,2,5.771375,0.180528362,6.528138491,9.431179886,SP2,0.87778,3.7641875,7.704591036,185.4781,185.4781,1.084092088,187.5,-1.66418196,0,0,0
504,151_NWChem_1JCH_mulliken,[H]c1nnc([H])nc1([H]),8,TRUE,FALSE,5.9079,2,5.504625,0.1432939,7.109919178,10.10666828,SP2,0.8664,3.6308125,7.82854751,208.0556,208.0556,1.084619287,207.1,-6.898610608,0,0,0
505,152_NWChem_1JCH_mulliken,[H]c1nc([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),14,TRUE,FALSE,6.06967,2,8.387125,0.018900957,5.567644158,8.304365646,SP2,0.88908,5.0720625,7.557246215,151.7314,151.7314,1.086986754,155.1,-7.272576977,0,0,0
506,152_NWChem_1JCH_mulliken,[H]c1nc([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),15,TRUE,FALSE,6.12644,2,7.608125,0.035541666,5.641333047,8.39142268,SP2,0.89684,4.6825625,7.562639803,156.4647,156.4647,1.084752949,158.1,-8.882719839,0,0,0
507,152_NWChem_1JCH_mulliken,[H]c1nc([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),11,TRUE,FALSE,6.11457,2,7.46965625,-0.157711281,5.505219716,8.231084389,SP2,0.89802,4.613328125,7.553459766,164.6988,164.6988,1.081472965,165.1,10.19119897,0,0,0
508,152_NWChem_1JCH_mulliken,[H]c1nc([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),12,TRUE,FALSE,6.17826,2,8.0629375,-0.041345551,5.556376799,8.291448026,SP2,0.89798,4.90996875,7.556964133,170.0705,170.0705,1.080367174,169.8,11.62281635,0,0,0
509,152_NWChem_1JCH_mulliken,[H]c1nc([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),10,TRUE,FALSE,6.166,2,7.99625,-0.040692367,5.56754353,8.304268247,SP2,0.89597,4.876625,7.557247861,170.3948,170.3948,1.080291574,169.8,11.54341898,0,0,0
510,152_NWChem_1JCH_mulliken,[H]c1nc([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),13,TRUE,FALSE,6.00358,2,7.987,0.046293339,6.259194326,9.120397224,SP2,0.88424,4.872,7.68746879,171.9601,171.9601,1.089862777,172.8,-11.80521707,0,0,0
511,152_NWChem_1JCH_mulliken,[H]c1nc([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),16,TRUE,FALSE,6.00345,2,7.09359375,0.044015075,6.196929367,9.048288078,SP2,0.88538,4.425296875,7.683654602,173.6603,173.6603,1.088763161,173.9,-12.96907881,0,0,0
512,153_NWChem_1JCH_mulliken,[H]c1c([H])c([H])n([H])c1([H]),7,TRUE,FALSE,6.15076,2,6.3095,-0.105202767,5.588005093,8.327366201,SP2,0.90876,4.03325,7.559377171,172.6024,172.6024,1.077908033,168.8,12.50887314,0,0,0
513,153_NWChem_1JCH_mulliken,[H]c1c([H])c([H])n([H])c1([H]),6,TRUE,FALSE,6.02077,2,6.1715,-0.053515267,5.837964526,8.622818789,SP2,0.90025,3.96425,7.631965242,186.1032,186.1032,1.076948747,183.3,12.35200256,0,0,0
514,154_NWChem_1JCH_mulliken,[H]c1c([H])c([H])sc1([H]),6,TRUE,FALSE,6.0564,2,7.26575,-0.029636498,5.550409783,8.284368372,SP2,0.89366,4.511375,7.556483222,168.0809,168.0809,1.081428776,167,7.183391818,0,0,0
515,154_NWChem_1JCH_mulliken,[H]c1c([H])c([H])sc1([H]),5,TRUE,FALSE,6.3425,2,8.084,-0.010743308,5.786332707,8.56410388,SP2,0.86077,4.9205,7.599881388,190.9497,190.9497,1.078694837,185.3,8.520428,0,0,0
516,155_NWChem_1JCH_mulliken,[H]c1oc([H])c([H])c1([H]),6,TRUE,FALSE,6.15122,2,5.99775,-0.084144657,5.691392017,8.450108281,SP2,0.89737,3.877375,7.565790089,175.9995,176.0015,1.077640959,174.7,13.72937245,0,0,0
517,155_NWChem_1JCH_mulliken,[H]c1oc([H])c([H])c1([H]),7,TRUE,FALSE,6.15124,2,5.99775,-0.084144657,5.691392017,8.450108281,SP2,0.89737,3.877375,7.565790089,176.0035,176.0015,1.077637991,174.7,13.73056471,0,0,0
518,155_NWChem_1JCH_mulliken,[H]c1oc([H])c([H])c1([H]),5,TRUE,FALSE,5.91826,2,5.548,-0.051068521,6.345673667,9.223193375,SP2,0.8855,3.6525,7.720784923,205.1156,205.1156,1.076024041,201.8,9.633211146,0,0,0
519,155_NWChem_1JCH_mulliken,[H]c1oc([H])c([H])c1([H]),8,TRUE,FALSE,5.91826,2,5.548,-0.051068521,6.345673667,9.223193375,SP2,0.8855,3.6525,7.720784923,205.1156,205.1156,1.076026011,201.8,9.633164758,0,0,0
520,156_NWChem_1JCH_mulliken,[H]c1nn([H])c([H])c1([H]),7,TRUE,FALSE,6.19885,2,6.04275,-0.112385925,5.742768251,8.510271972,SP2,0.90276,3.899875,7.569049437,178.0606,178.0606,1.076598259,176.7,15.29913386,0,0,0
521,156_NWChem_1JCH_mulliken,[H]c1nn([H])c([H])c1([H]),8,TRUE,FALSE,6.02067,2,5.90475,-0.046836763,5.991145683,8.805700118,SP2,0.89202,3.830875,7.641767998,187.1737,187.1737,1.077418866,185.5,13.75243692,0,0,0
522,156_NWChem_1JCH_mulliken,[H]c1nn([H])c([H])c1([H]),6,TRUE,FALSE,6.01129,2,5.776,-0.104442191,6.323891459,9.195488384,SP2,0.89787,3.7665,7.691799824,188.5125,188.5125,1.078802654,185.5,8.111750073,0,0,0
523,157_NWChem_1JCH_mulliken,[H]c1nc([H])n([H])c1([H]),6,TRUE,FALSE,6.04029,2,5.90475,-0.070045584,5.989119187,8.803341593,SP2,0.89739,3.830875,7.641647783,190.1568,190.1568,1.076243478,188.6,14.81909974,0,0,0
524,157_NWChem_1JCH_mulliken,[H]c1nc([H])n([H])c1([H]),7,TRUE,FALSE,6.01505,2,5.776,-0.120475849,6.293369484,9.160224424,SP2,0.90345,3.7665,7.689990998,192.5695,192.5695,1.07788709,188.6,9.416902287,0,0,0
525,157_NWChem_1JCH_mulliken,[H]c1nc([H])n([H])c1([H]),8,TRUE,FALSE,5.87048,2,5.638,-0.062728695,6.566984438,9.481616943,SP2,0.89108,3.6975,7.76568788,210.8791,210.8791,1.07865105,205.5,8.525773124,0,0,0
526,158_NWChem_1JCH_mulliken,[H]c1nnn([H])c1([H]),6,TRUE,FALSE,6.07648,2,5.638,-0.078506533,6.152401206,8.99286027,SP2,0.88289,3.6975,7.651604739,194.471,194.471,1.075832714,194.3,16.24520885,0,0,0
527,158_NWChem_1JCH_mulliken,[H]c1nnn([H])c1([H]),7,TRUE,FALSE,6.04667,2,5.50925,-0.125390816,6.489704622,9.386507453,SP2,0.89172,3.633125,7.701689135,197.8079,197.8079,1.07645911,194.3,11.24309053,0,0,0
528,159_NWChem_1JCH_mulliken,[H]c1nc([H])n([H])n1,7,TRUE,FALSE,5.89455,2,5.2425,-0.124332143,7.054578367,10.04371056,SP2,0.88705,3.49975,7.825303028,212.0329,212.0329,1.078373024,208.6,4.928851659,0,0,0
529,159_NWChem_1JCH_mulliken,[H]c1nc([H])n([H])n1,6,TRUE,FALSE,5.87391,2,5.37125,-0.070995308,6.712946841,9.64907667,SP2,0.88359,3.564125,7.774371959,212.2223,212.2223,1.078749011,208.6,10.18635239,0,0,0
530,160_NWChem_1JCH_mulliken,[H]c1nnnn1([H]),6,TRUE,FALSE,5.90709,2,5.1045,-0.093328521,6.913791062,9.878682794,SP2,0.86464,3.43075,7.786223865,218.4062,218.4062,1.077050083,217,11.47575853,0,0,0
531,161_NWChem_1JCH_mulliken,[H]c1noc([H])c1([H]),6,TRUE,FALSE,6.22106,2,5.731,-0.077346035,5.853785151,8.639658896,SP2,0.88842,3.744,7.575611779,183.6709,183.6709,1.076056906,184.6,16.71952978,0,0,0
532,161_NWChem_1JCH_mulliken,[H]c1noc([H])c1([H]),5,TRUE,FALSE,5.95691,2,5.46425,-0.094239362,6.438635847,9.327443104,SP2,0.88204,3.610625,7.698235405,188.3219,188.3219,1.079957323,187.6,7.526894569,0,0,0
533,161_NWChem_1JCH_mulliken,[H]c1noc([H])c1([H]),7,TRUE,FALSE,5.86827,2,5.28125,-0.049309051,6.57187325,9.483918773,SP2,0.87566,3.519125,7.734676875,203.0899,203.0899,1.077910301,203.5,9.53627983,0,0,0
534,162_NWChem_1JCH_mulliken,[H]c1nsc([H])c1([H]),5,TRUE,FALSE,6.0995,2,6.999,-0.063161798,5.70461068,8.465130088,SP2,0.88824,4.378,7.566096202,173.0369,173.0369,1.080402644,173.3,9.621558403,0,0,0
535,162_NWChem_1JCH_mulliken,[H]c1nsc([H])c1([H]),7,TRUE,FALSE,5.94844,2,6.73225,-0.029346902,6.270811486,9.133574119,SP2,0.88131,4.244625,7.687947136,184.5722,184.5722,1.083906731,183.5,2.861877639,0,0,0
536,162_NWChem_1JCH_mulliken,[H]c1nsc([H])c1([H]),6,TRUE,FALSE,6.32292,2,7.81725,-0.0160208,5.945904364,8.74985299,SP2,0.85906,4.787125,7.609296884,189.0771,189.0771,1.079688822,187.1,10.91012805,0,0,0
537,163_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])o1,6,TRUE,FALSE,6.02597,2,5.46425,-0.102632633,6.404050125,9.287901423,SP2,0.89131,3.610625,7.696596512,196.7829,196.7829,1.077041051,195.3,10.87376492,0,0,0
538,163_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])o1,5,TRUE,FALSE,5.94377,2,5.28125,-0.071720762,6.510436367,9.41311909,SP2,0.88322,3.519125,7.730765149,209.6785,209.6785,1.075001413,209.1,12.12805568,0,0,0
539,163_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])o1,7,TRUE,FALSE,5.76272,2,5.0145,-0.059756033,7.076883281,10.07173086,SP2,0.8756,3.38575,7.855074754,234.6004,234.6004,1.077542978,231.1,5.592383079,0,0,0
